食品番号,理由,スコア
13026,脱脂加糖ヨーグルトは乳酸菌を含み消化に良いが糖分に留意が必要,8
06328,アロエの葉は嘔吐・下痢などの中毒症状を引き起こすことがあるため犬の素材として不適切,2
11193,ソーセージは加工度が高く添加物や塩分が多い可能性があるため素材としては注意が必要,5
01153,発芽玄米は犬に与えて問題のない穀類で良質な炭水化物源になる,9
07141,やまもも（果肉）は種子を除けば一般に問題のない果実で素材として使用可能,7
10399,焼きかれいは加熱済みの魚で良質なタンパク源として適している,9
07114,びわの果肉は犬に与えて問題ない果物（種子・皮は除去）,8
06094,ししとうの油いためは加熱調理済みで消化しやすく利用しやすい野菜素材,8
10460,脂身の水煮まぐろは加熱済みの魚で良質な蛋白源だが脂肪量に注意,9
10098,生のかますは海水魚でも寄生虫・細菌リスクがあるため生食は注意が必要,6
11208,生の鴨肉は生鳥肉と同様にサルモネラ等の細菌リスクがあるため生での利用は注意が必要,5
07017,いちじくは犬に消化器刺激等の有害作用が報告されているため禁止に近い危険性がある,1
02025,生のながいもは口腔や消化器刺激を起こす可能性があるため扱いに注意が必要,7
01106,玄米は穀類として安全で栄養源になるが消化性に配慮が必要,8
10112,調味干しのきびなごは加工・調味により塩分や添加があるため加工食品として注意が必要,6
01082,七分つき米は一般に犬の食材として安全な穀類で利用しやすい,9
06071,ぎょうじゃにんにくはネギ属にあたり溶血性貧血を引き起こす可能性があるため禁止に近い危険性がある,1
10014,くさやは強い発酵調味が施された加工魚で塩分や加工度が高く注意が必要,4
07001,あけびの果肉は一般に問題なく使用できる果実素材（種は除去）,7
11302,焼き牛かた赤肉は加熱済みの良質なタンパク源で犬の素材として適している,9
06292,ゆでたりょくとうもやしは加熱済みで消化しやすく野菜素材として適している,9
10108,かんぱちは良質な魚のタンパク源だが、生の切り身は寄生虫・細菌リスクがあるため注意が必要,7
10343,生のいかは酵素や寄生虫によるリスクがあり、生食は注意が必要,5
17055,オールスパイス等の香辛料は消化器を刺激する可能性があるため少量向き,3
06405,ごぼうは根菜で犬に与えやすい食材。生でも使用可能だが繊維が多い点に留意,8
16019,ジン等のアルコールは犬に中毒を引き起こすため禁忌,1
01154,精白もち米は消化しやすい炭水化物源で犬のレシピ素材として適している,9
10083,くろかじき等の海水魚は良質なたんぱく源だが、生食は寄生虫・細菌リスクに注意,7
11259,牛リブロースは良質なタンパク源・脂質源だが、生は細菌リスクがある,7
11128,生の豚肉は寄生虫・細菌リスクがあり、生での使用は避けるべき,5
09012,海ぶどうは海藻類で栄養価があり犬に与えやすいが、塩分や保存状態に注意,8
06180,缶詰のスイートコーンは加熱済みで扱いやすく、素材として利用しやすい,8
01140,玄穀のもろこしは穀類として利用可能だが加熱調理して与えるのが望ましい,7
02001,きくいもは食物繊維や副次的成分を含む塊茎で利用可能だが、生だと消化がやや難しい場合がある,7
15005,今川焼は加工菓子で高脂・高糖のため素材としては限定的だが少量なら使用可能,5
11119,生の豚かたロースは寄生虫・細菌リスクがあるため生食は避けるべき,5
10050,塩いわしは魚として利用可能だが塩分が高めで使用量に注意が必要,6
04070,乾燥らいまめは加熱調理が必要な豆類で、調理前提で使用する素材,5
15116,ミルクチョコレートはテオブロミン・カフェインにより犬に毒性があるため禁忌,1
08021,ゆでなめこは加熱済みのきのこで犬に利用しやすい食材,9
10136,焼きしろさけは良質なタンパク質と脂質を含む理想的な素材,10
10202,生の魚卵（たらこ）は寄生虫や細菌リスクがあり、生食では注意が必要,6
10073,生のえいは海水魚だが生食は寄生虫・細菌のリスクがあるため注意が必要,6
15172,デニッシュは砂糖・脂肪が多い加工菓子で、素材としては少量使用に限られる,5
04026,乾燥大豆は加熱処理が必要な成分を含み、加工前提で扱う素材として利用可能,6
01086,半つき米は穀類で消化性が良く、犬のレシピ素材として適している,9
02066,電子レンジ調理されたじゃがいもは加熱済みで安全に使える根菜類,8
10037,生のいさきは生食だと寄生虫・細菌リスクがあるため注意が必要,6
04036,沖縄豆腐は加熱・加工済みの大豆製品で良質なたんぱく源として使える,8
10211,生のちかは生食による寄生虫・細菌リスクがあるため注意が必要,6
10218,生のにしんは生食だと寄生虫・細菌リスクがあるため注意が必要,6
17118,低カロリードレッシングは加工調味料で塩分・添加物を含むため、少量使用が前提となる,5
06117,せりは葉茎類の野菜で、犬のレシピ素材として利用可能（生での少量使用も可）,8
07137,もも果実飲料は果肉を含む加工飲料で糖分が高めのため少量使用が望ましい,6
15029,まんじゅうは砂糖・小麦を含む加工菓子で、素材としては少量使用に限られる,5
11260,生の牛肉（ばら）は生でも比較的使用可能だが生食は細菌リスクがあるため注意が必要,7
10250,からすみは塩蔵・乾燥した魚卵で塩分が高く、少量での利用が適切,5
04042,凍り豆腐は加工済みの大豆製品で、良質なたんぱく源として使える,8
13052,やぎ乳は乳製品であり、一部の犬で消化不良を起こすことがあるため注意が必要,6
01011,きび（精白粒）は穀類で犬のレシピ素材として適している,8
07121,ぶどう（果実飲料を含む）は犬に腎障害を引き起こす危険があるため禁止扱い,1
11194,生の豚ソーセージは加熱されておらず、豚由来の細菌や寄生虫のリスクがあるため,5
10413,水煮のしじみは加熱済みで良質なタンパク質とミネラル源であるため,8
18006,冷凍クリームコロッケは揚げ物・加工成分や脂肪が多く、素材として適さない点があるため,3
11082,生の牛ランプは栄養価は高いが生食による細菌リスクがあるため,7
10421,煮干しのとびうおは旨味と栄養が豊富で素材として使いやすいが塩分に注意が必要なため,8
06146,塩漬のたいさいは加工・塩分が高めだが、適切に処理すれば素材として使えるため,6
07039,塩漬けスタッフドオリーブは種の除去や塩分に注意が必要であるため,6
07113,生の柑橘のじょうのう膜は刺激成分を含むことがあり与えにくい部位であるため,4
17062,クローブは強い香辛料で消化器に刺激を与える可能性があるため,3
16001,清酒はアルコールを含み犬に有害であるため絶対に与えてはいけないため,1
10165,みそ煮の缶詰さばは加熱済みの蛋白源だが加工調味料や塩分が多い点に注意が必要なため,6
12008,加糖全卵は卵自体は良質だが砂糖添加があり用途が限られるため,6
10254,生の黒マグロは良質な脂・タンパク源だが生食による寄生虫・細菌リスクがあるため,7
