food_number,food_name,embedding_text
02040,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　乾,bean glass glass noodle harusame noodle thread でん粉 でん粉製品 はるさめ 乾 春雨 普通はるさめ
02062,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　ゆで,bean glass glass noodle harusame noodle thread でん粉 でん粉製品 はるさめ ゆで 春雨 普通はるさめ
03022,（その他）　はちみつ,honey その他 はちみつ ハチミツ 蜂蜜
03033,（その他）　はちみつ　国産品　,honey その他 はちみつ ハチミツ 国産品 蜂蜜
04002,あずき　全粒　ゆで,adzuki adzuki bean azuki bean red あずき ゆで アズキ 全粒 小豆
04008,いんげんまめ　全粒　ゆで,bean green green bean string いんげん いんげんまめ いんげん豆 ゆで インゲン インゲンマメ 全粒
04009,いんげんまめ　うずら豆,bean uzura uzura bean いんげん いんげんまめ うずらまめ うずら豆 インゲン インゲンマメ ウズラマメ ウズラ豆
04010,いんげんまめ　こし生あん,anko bean bean paste paste smooth smooth bean あんこ いんげん いんげんまめ こしあん こし生あん インゲン インゲンマメ 餡 餡子
04011,いんげんまめ　豆きんとん,bean mashed mashed bean sweet sweet mashed いんげん いんげんまめ きんとん まめきんとん インゲン インゲンマメ 豆きんとん
04012,えんどう　全粒　青えんどう　乾,green green pea pea えんどう えんどう豆 エンドウ 乾 全粒 豌豆 青えんどう 青えんどう豆
04013,えんどう　全粒　青えんどう　ゆで,green green pea pea えんどう えんどう豆 ゆで エンドウ 全粒 豌豆 青えんどう 青えんどう豆
04074,えんどう　全粒　赤えんどう　乾,pea red red pea えんどう えんどう豆 エンドウ 乾 全粒 豌豆 赤えんどう 赤えんどう豆
04075,えんどう　全粒　赤えんどう　ゆで,pea red red pea えんどう えんどう豆 ゆで エンドウ 全粒 豌豆 赤えんどう 赤えんどう豆
04014,えんどう　グリンピース（揚げ豆）,fried fried green green green pea pea あげまめ えんどう エンドウ グリンピース グリンピース揚げ豆 グリーンピース 揚げ豆
04016,えんどう　うぐいす豆,bean uguisu uguisu bean うぐいすまめ うぐいす豆 えんどう ウグイスマメ ウグイス豆 エンドウ
04017,ささげ　全粒　乾,bean sasage sasage bean ささげ ささげ豆 ササゲ ササゲ豆 乾 全粒
04018,ささげ　全粒　ゆで,bean sasage sasage bean ささげ ささげ豆 ゆで ササゲ ササゲ豆 全粒
04019,そらまめ　全粒　乾,bean broad fava fava bean そらまめ ソラマメ 乾 全粒 空豆
04021,そらまめ　おたふく豆,bean broad fava otafuku otafuku bean おたふくまめ おたふく豆 そらまめ オタフクマメ オタフク豆 ソラマメ 空豆
04104,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,bean edamame soy soya soybean あおだいず だいず ダイズ 乾 全粒 全粒製品 国産 大豆 枝豆 青大豆
04105,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,bean edamame soy soya soybean あおだいず だいず ゆで ダイズ 全粒 全粒製品 国産 大豆 枝豆 青大豆
04023,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,bean soy soya soybean yellow きだいず だいず ダイズ 乾 全粒 全粒製品 国産 大豆 黄大豆
04024,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,boiled boiled soybean soybean きだいず だいず ゆで ゆで大豆 キダイズ ダイズ 全粒 全粒大豆 全粒製品 国産 大豆 黄大豆
04025,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,dried dried soybean soybean きだいず だいず キダイズ ダイズ 乾 乾燥 乾燥大豆 全粒 全粒大豆 全粒製品 大豆 米国産 黄大豆
04026,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,dried dried soybean soybean きだいず だいず キダイズ ダイズ 中国産 乾 乾燥 乾燥大豆 全粒 全粒大豆 全粒製品 大豆 黄大豆
04027,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,dried dried soybean soybean きだいず だいず キダイズ ダイズ ブラジル産 乾 乾燥 乾燥大豆 全粒 全粒大豆 全粒製品 大豆 黄大豆
04077,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,dried dried soybean soybean くろだいず くろまめ だいず クロダイズ クロマメ ダイズ 乾 乾燥大豆 全粒 全粒製品 国産 大豆 黒大豆 黒豆
04106,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,boiled boiled soybean soybean くろだいず くろまめ だいず ゆで ゆで大豆 クロダイズ クロマメ ダイズ 全粒 全粒製品 国産 大豆 黒大豆 黒豆
04080,だいず　［全粒・全粒製品］　いり大豆　青大豆,roasted roasted soybean soybean あおだいず いりだいず いり大豆 だいず イリダイズ ダイズ 全粒 全粒製品 大豆 青大豆 青豆
04078,だいず　［全粒・全粒製品］　いり大豆　黄大豆,roasted roasted soybean soybean いりだいず いり大豆 きだいず だいず イリダイズ ダイズ 全粒 全粒製品 大豆 黄大豆 黄豆
04079,だいず　［全粒・全粒製品］　いり大豆　黒大豆,roasted roasted soybean soybean いりだいず いり大豆 くろだいず だいず イリダイズ ダイズ 全粒 全粒製品 大豆 黒大豆 黒豆
04028,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,boiled boiled soybean canned canned boiled soybean だいず ダイズ 全粒 全粒製品 大豆 大豆缶 大豆缶詰 水煮大豆 水煮缶詰 缶詰 黄大豆
04081,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,soybean steamed steamed soybean きだいず だいず むしだいず ダイズ ムシダイズ 全粒 全粒製品 大豆 蒸し大豆 黄大豆
04082,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,kinako きなこ きな粉 だいず キナコ ダイズ 全粒 全粒大豆 全粒製品 大豆 青大豆
04096,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,kinako きなこ きな粉 だいず だっぴだいず キナコ ダイズ 全粒 全粒製品 大豆 脱皮大豆 青大豆
04029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,kinako きなこ きな粉 だいず キナコ ダイズ 全粒 全粒大豆 全粒製品 大豆 黄大豆
04030,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,kinako きなこ きな粉 だいず だっぴだいず キナコ ダイズ 全粒 全粒製品 大豆 脱皮大豆 黄大豆
04083,だいず　［全粒・全粒製品］　大豆はいが,germ soybean soybean germ だいず だいずはいが はいが ダイズ 全粒 全粒製品 大豆 大豆はいが 大豆胚芽 胚芽
04032,だいず　［豆腐・油揚げ類］　木綿豆腐,firm firm tofu moman tofu tofu moman だいず とうふ もめんどうふ トウフ モメン豆腐 大豆 木綿豆腐 油揚げ類 豆腐
04097,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,firm firm tofu moman tofu tofu moman だいず とうふ もめんどうふ トウフ モメン豆腐 凝固剤：塩化マグネシウム 大豆 木綿豆腐 油揚げ類 豆腐
04098,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,firm firm tofu moman tofu tofu moman だいず とうふ もめんどうふ トウフ モメン豆腐 凝固剤：硫酸カルシウム 大豆 木綿豆腐 油揚げ類 豆腐
04033,だいず　［豆腐・油揚げ類］　絹ごし豆腐,silken silken tofu tofu きぬごしどうふ だいず とうふ キヌゴシ豆腐 トウフ 大豆 油揚げ類 絹ごし豆腐 絹豆腐 豆腐
04099,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,kinugoshi silken silken tofu soybean tofu きぬごしとうふ きぬごし豆腐 だいず とうふ ダイズ トウフ 凝固剤：塩化マグネシウム 大豆 油揚げ類 絹ごしとうふ 絹ごし豆腐 豆腐
04100,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,kinugoshi silken silken tofu soybean tofu きぬごしとうふ きぬごし豆腐 だいず とうふ ダイズ トウフ 凝固剤：硫酸カルシウム 大豆 油揚げ類 絹ごしとうふ 絹ごし豆腐 豆腐
04034,だいず　［豆腐・油揚げ類］　ソフト豆腐,soft soft tofu soybean tofu そふと豆腐 だいず とうふ ソフトトウフ ソフト豆腐 ダイズ トウフ 大豆 油揚げ類 豆腐
04035,だいず　［豆腐・油揚げ類］　充てん豆腐,packaged packaged tofu packed soybean tofu じゅうてんとうふ じゅうてん豆腐 だいず とうふ ダイズ トウフ 充てん豆腐 充填豆腐 大豆 油揚げ類 豆腐
04036,だいず　［豆腐・油揚げ類］　沖縄豆腐,okinawa okinawa tofu soybean tofu おきなわとうふ おきなわ豆腐 しまどうふ だいず とうふ ダイズ トウフ 大豆 島豆腐 沖縄豆腐 油揚げ類 豆腐
04037,だいず　［豆腐・油揚げ類］　ゆし豆腐,soybean tofu yushi yushi tofu だいず とうふ ゆしとうふ ゆし豆腐 ダイズ トウフ ユシ豆腐 大豆 油揚げ類 豆腐
04038,だいず　［豆腐・油揚げ類］　焼き豆腐,grilled grilled tofu soybean tofu yakidofu だいず とうふ やきとうふ ダイズ トウフ 大豆 油揚げ類 焼き豆腐 豆腐
04113,だいず　［豆腐・油揚げ類］　絹生揚げ,kinu kinugoshi kinugoshi nama-age nama-age namaage soybean きぬ生揚げ だいず とうふ キヌナマアゲ ダイズ トウフ 大豆 油揚げ類 生揚げ 絹なまあげ 絹生揚げ 豆腐
04040,だいず　［豆腐・油揚げ類］　油揚げ　生,aburaage fried pouch soybean tofu あぶらあげ だいず アブラアゲ ダイズ 大豆 油揚げ 油揚げ類 生 豆腐
04084,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,aburaage soybean あぶらあげ だいず アブラアゲ ダイズ 大豆 油抜き 油抜きあぶらあげ 油抜き油揚げ 油揚げ 油揚げ類 生 豆腐
04086,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,aburaage soybean あぶらあげ だいず ゆで アブラアゲ ダイズ 大豆 油抜き 油抜きあぶらあげ 油抜き油揚げ 油揚げ 油揚げ類 豆腐
04095,だいず　［豆腐・油揚げ類］　油揚げ　甘煮,aburaage soybean あぶらあげ だいず アブラアゲ ダイズ 大豆 油揚げ 油揚げ類 甘煮 甘煮あぶらあげ 甘煮油揚げ 豆腐
04042,だいず　［豆腐・油揚げ類］　凍り豆腐　乾,dofu dried freeze koya koya tofu soybean tofu こうやどうふ こおりどうふ だいず コオリドウフ ダイズ 乾 凍り豆腐 大豆 油揚げ類 豆腐 高野豆腐
04087,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,dofu dried freeze koya koya tofu soybean tofu こうやどうふ こおりどうふ だいず コオリドウフ ダイズ 凍り豆腐 大豆 水煮 油揚げ類 豆腐 高野豆腐
04044,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,chikuwa soybean tofu tofu chikuwa だいず ちくわ とうふちくわ ダイズ トウフチクワ 大豆 油揚げ類 蒸し 豆腐 豆腐ちくわ 豆腐竹輪
04088,だいず　［豆腐・油揚げ類］　ろくじょう豆腐,rokujo rokujo tofu rokujou soybean tofu だいず とうふ ろくじょうとうふ ろくじょう豆腐 ダイズ ロクジョウ豆腐 大豆 油揚げ類 豆腐
04046,だいず　［納豆類］　糸引き納豆,itohiki natto soybean いとひき納豆 だいず なっとう ダイズ ナットウ 大豆 糸引き納豆 糸引納豆 納豆 納豆類
04047,だいず　［納豆類］　挽きわり納豆,hikiwari natto soybean だいず なっとう ひきわり納豆 ダイズ ナットウ 大豆 挽きわり納豆 納豆 納豆類
04048,だいず　［納豆類］　五斗納豆,goto natto soybean ごっとう納豆 だいず なっとう ダイズ ナットウ 五斗納豆 大豆 納豆 納豆類
