食品番号,理由,スコア
16035,抹茶（緑茶）はカフェイン等の刺激成分を含み、犬にとって有害である。,1
04004,あずきのこしあんはあずき自体は害は少ないが加糖・加工されているため過剰摂取に注意が必要。,5
06380,にんじん（ゆで）はビタミン・食物繊維が豊富で犬に適した安全な素材である。,9
06247,赤ピーマンはビタミン類が豊富で犬に安全に使える野菜である。,9
06296,ゆりね（りん茎）は人の食用例はあるが犬に関する情報が限られるため注意が必要である。,5
10275,やまめ（養殖）は良質な魚たんぱく・脂肪源で犬のレシピ素材として適している。,9
04079,いり大豆（黒大豆）は植物性たんぱく・繊維源として利用できるが消化性やアレルギーに留意。,7
11149,豚ロース（脂身つき）はたんぱく源として適しているが脂肪分が高めなので量に注意が必要。,8
13026,脱脂加糖ヨーグルトは乳酸菌供給源として有益だが、乳糖・加糖に対する個体差に注意が必要。,8
06328,アロエの葉はアロイン等の成分で嘔吐や下痢を引き起こすことがあり原料としては注意が必要,3
11193,混合ソーセージは加工品で塩分や添加物が多く含まれる可能性があるため素材としてはやや不適,4
01153,発芽玄米は消化しやすい穀類で犬のレシピ素材として適している,9
07141,やまもも（果肉）は一般に与えて問題ない果物で素材として使用可能,7
10399,焼きのまこがれいは良質な魚肉で犬のレシピ素材として適している（骨除去済）,9
07114,びわの果肉は犬に与えて問題ない果物だが種は除去する必要がある,8
06094,ししとうの油いためは軽い香辛性があるが果実自体は使用可能（辛味に注意）,7
10460,脂身の多いまぐろの水煮は良質なたんぱく・脂質源で素材として適している,9
10098,かます（生）は魚類として利用可能だが加熱や下処理を行ってから与えるのが望ましい,7
11208,かもの皮なし肉は良質な動物性たんぱくで犬のレシピ素材として適している,9
07017,いちじくは犬に消化器刺激や有害作用を起こす可能性があるため禁忌扱い,1
02025,ながいも（生）は栄養源として利用されるが生食で粘性や消化性に注意が必要,7
01106,玄米はエネルギー源として使用可能で犬のレシピ素材として適している,9
10112,きびなごの調味干しは加工・味付けが施され塩分や添加物が多い場合があるため注意が必要,5
01082,七分つき米は利用しやすい穀類で犬のレシピ素材として適している,9
06071,ぎょうじゃにんにく（アイヌねぎ）はネギ属に該当し溶血性貧血の原因となるため禁忌扱い,1
10014,むろあじのくさやは強い発酵臭や塩分があり加工品として使用は慎重を要する,4
07001,あけびの果肉は一般に食べられる部位で素材として使用可能（種は除去）,7
11302,焼きの牛かた赤肉は良質なたんぱく源で犬のレシピ素材として非常に適している,10
06292,ゆでた緑豆もやしは消化しやすい野菜類で素材として利用しやすい,8
10108,かんぱちは良質な魚のたんぱく質で犬のレシピ素材として適する,9
10343,けんさきいかはたんぱく質源として利用可能だが、生の魚介は消化性やアレルギーに注意,8
17055,オールスパイスは香辛料で消化器を刺激する可能性があり注意が必要,3
06405,ごぼうは食物繊維が豊富で犬の素材として問題ない,8
16019,ジンなどのアルコールは犬に対して中枢抑制や毒性を示すため禁忌,1
01154,精白もち米は消化しやすい炭水化物源でレシピ素材として適切,9
10083,くろかじきは良質な魚のたんぱく源で犬に適している,9
11259,牛リブロースの脂身はエネルギー源になるが脂肪が多く膵炎リスクに注意,8
11128,豚ロース脂身はたんぱく質・脂肪源として使えるが脂肪分に注意,8
09012,うみぶどうは海藻類で栄養源になり得るが塩分・ヨウ素含有に留意,7
06180,ホールカーネルのスイートコーン（缶詰）は炭水化物源として利用可能,7
01140,玄穀のもろこしは穀物として問題なく利用できる,8
02001,きくいもは食物繊維やイヌリンを含むが消化でガスを生じることがある,7
15005,今川焼（こしあん入り）は砂糖や精製素材が多く加工度が高いため素材としては限定的,5
11119,ぶたかたロース脂身つきはたんぱく質源だが脂肪割合が高く注意が必要,7
10050,塩いわしは良質な魚だが塩分が高めな点に注意,7
04070,らいまめ（ライマビーン）は豆類として加熱調理すれば利用可能だが生のままは注意が必要,6
15116,ミルクチョコレートはテオブロミン・カフェインを含み犬には有害で禁忌,1
08021,なめこ（ゆで）は食用きのこで調理済みのため犬の素材として適している,8
10136,しろさけ（焼き）は良質なたんぱく質と脂肪を含む安全な素材である,9
10202,すけとうだらの卵（たらこ）は良質な動物性タンパク源で犬のレシピ素材として適切。,9
10073,えいは魚類で良質なタンパク源。適切に処理すれば犬の素材として使える。,9
15172,デニッシュペストリーは高脂肪・高糖分の加工菓子で、素材としては適さない。,5
04026,乾燥黄大豆は植物性タンパク源として利用可能だが、調理が必要でやや扱いに注意が必要。,7
01086,半つき米は消化に良い炭水化物源で犬のレシピ素材として適切。,9
02066,皮なしで電子レンジ調理されたじゃがいもは消化性が良く、安全に使える。,9
10037,いさきは魚類で良質なタンパク源。適切に処理すれば素材として適する。,9
04036,沖縄豆腐は豆製品としてタンパク源になり、犬のレシピ素材として使える。,8
10211,ちかは魚類で良質なタンパク源。犬の素材として適切。,9
10218,にしんは栄養価の高い魚だが、適切に調理して使用するのが望ましい。,8
17118,低カロリーマヨネーズは加工調味料で脂質や添加物が多く、素材としては優先度が低い。,5
06117,せりは葉茎類の野菜で風味があり、犬のレシピ素材として使用可能。,8
07137,ももの果実飲料（ネクター）は果実分が低く加糖の加工飲料で、素材としては適さない。,6
15029,カステラまんじゅうは加工菓子で高糖質・加工度が高く、素材向きではない。,5
11260,牛ばら（脂身つき）は良質な動物性タンパクと脂肪を含み、犬のレシピ素材として適切。,9
10250,ぼらのからすみは塩蔵した加工品で塩分が高く加工度も高いため、素材としての適性は低め。,6
04042,凍り豆腐は豆製品の良いタンパク源で、再調理して犬の素材として利用できる。,7
13052,やぎ乳は乳製品として栄養があるが、乳糖で消化不良を起こす犬もいるため注意が必要。,7
01011,きび（精白粒）は穀類の炭水化物源として利用でき、犬のレシピ素材として適切。,8
